serial_number;tree_location;date_time;date (mdy);time;rh;t_rh;t;l1;battery
SN320798;T13;10/7/2016 4:00:00 AM;10/7/2016;4:00:00 AM;100;16,37999916;16,3;0;3,64
SN320798;T13;10/7/2016 8:00:00 AM;10/7/2016;8:00:00 AM;100;18,45000076;18;164,9169922;3,64
SN320798;T13;10/7/2016 12:00:00 PM;10/7/2016;12:00:00 PM;100;19,95999908;20,6;591,9342041;3,64
SN320798;T13;10/7/2016 4:00:00 PM;10/7/2016;4:00:00 PM;100;18,69000053;18,6;5,889892578;3,64
SN320798;T13;10/7/2016 8:00:00 PM;10/7/2016;8:00:00 PM;100;17,79999924;17,6;0;3,64
SN320798;T13;10/8/2016 12:00:00 AM;10/8/2016;12:00:00 AM;100;16,76000023;16,7;0;3,64
SN320798;T13;10/8/2016 4:00:00 AM;10/8/2016;4:00:00 AM;100;16,20000076;15,9;0;3,63
SN320798;T13;10/8/2016 8:00:00 AM;10/8/2016;8:00:00 AM;100;17,95999908;17,4;197,3114014;3,63
SN320798;T13;10/8/2016 12:00:00 PM;10/8/2016;12:00:00 PM;100;19,63999939;19,9;471,1914063;3,63
SN320798;T13;10/8/2016 4:00:00 PM;10/8/2016;4:00:00 PM;100;18,85000038;18,6;61,84387207;3,63
SN320798;T13;10/8/2016 8:00:00 PM;10/8/2016;8:00:00 PM;100;17,44000053;17,2;0;3,63
SN320798;T13;10/9/2016 12:00:00 AM;10/9/2016;12:00:00 AM;100;16,38999939;16,3;0;3,63
SN320798;T13;10/9/2016 4:00:00 AM;10/9/2016;4:00:00 AM;100;16,53000069;16,1;0;3,63
SN320798;T13;10/9/2016 8:00:00 AM;10/9/2016;8:00:00 AM;100;18,12000084;17,6;126,6326904;3,62
SN320798;T13;10/9/2016 12:00:00 PM;10/9/2016;12:00:00 PM;100;19,23999977;19,1;344,5587158;3,62
SN320798;T13;10/9/2016 4:00:00 PM;10/9/2016;4:00:00 PM;100;18,62000084;18,6;26,5045166;3,62
SN320798;T13;10/9/2016 8:00:00 PM;10/9/2016;8:00:00 PM;100;17,94000053;17,8;0;3,62
SN320798;T13;10/10/2016 12:00:00 AM;10/10/2016;12:00:00 AM;100;16,59000015;16,4;0;3,62
SN320798;T13;10/10/2016 4:00:00 AM;10/10/2016;4:00:00 AM;100;16,57999992;16,4;0;3,62
SN320798;T13;10/10/2016 8:00:00 AM;10/10/2016;8:00:00 AM;100;18,04000092;17,3;167,8619385;3,61
SN320798;T13;10/10/2016 12:00:00 PM;10/10/2016;12:00:00 PM;100;19,73999977;19,8;432,9071045;3,61
SN320798;T13;10/10/2016 4:00:00 PM;10/10/2016;4:00:00 PM;98,1;19,29999924;19,1;58,89892578;3,6
SN320798;T13;10/10/2016 8:00:00 PM;10/10/2016;8:00:00 PM;100;17,77000046;17,6;0;3,6
SN320798;T13;10/11/2016 12:00:00 AM;10/11/2016;12:00:00 AM;100;17,21999931;16,9;0;3,6
SN320798;T13;10/11/2016 4:00:00 AM;10/11/2016;4:00:00 AM;100;16,62000084;16,4;0;3,59
SN320798;T13;10/11/2016 8:00:00 AM;10/11/2016;8:00:00 AM;100;17,17000008;16,9;64,78881836;3,59
SN320798;T13;10/11/2016 12:00:00 PM;10/11/2016;12:00:00 PM;100;20,02000046;20,8;603,7139893;3,59
SN320798;T13;10/11/2016 4:00:00 PM;10/11/2016;4:00:00 PM;100;19,39999962;19,3;53,0090332;3,58
SN320798;T13;10/11/2016 8:00:00 PM;10/11/2016;8:00:00 PM;100;17,54000092;17,4;0;3,58
SN320798;T13;10/12/2016 12:00:00 AM;10/12/2016;12:00:00 AM;100;17,13999939;17;0;3,58
SN320798;T13;10/12/2016 4:00:00 AM;10/12/2016;4:00:00 AM;100;17,18000031;16,9;0;3,58
SN320798;T13;10/12/2016 8:00:00 AM;10/12/2016;8:00:00 AM;100;18,62000084;18,1;88,34838867;3,58
SN320798;T13;10/12/2016 12:00:00 PM;10/12/2016;12:00:00 PM;100;19,93000031;19,9;226,7608643;3,57
SN320798;T13;10/12/2016 4:00:00 PM;10/12/2016;4:00:00 PM;100;18,60000038;18,3;8,834838867;3,57
SN320798;T13;10/12/2016 8:00:00 PM;10/12/2016;8:00:00 PM;100;17,13999939;16,9;0;3,57
SN320798;T13;10/13/2016 12:00:00 AM;10/13/2016;12:00:00 AM;100;16,28000069;16;0;3,57
SN320798;T13;10/13/2016 4:00:00 AM;10/13/2016;4:00:00 AM;100;15,72999954;15,5;0;3,57
SN320798;T13;10/13/2016 8:00:00 AM;10/13/2016;8:00:00 AM;100;17,65999985;17,3;144,3023682;3,56
SN320798;T13;10/13/2016 12:00:00 PM;10/13/2016;12:00:00 PM;100;19,06999969;18,9;150,1922607;3,56
SN320798;T13;10/13/2016 4:00:00 PM;10/13/2016;4:00:00 PM;100;18,93000031;18,6;41,22924805;3,56
SN320798;T13;10/13/2016 8:00:00 PM;10/13/2016;8:00:00 PM;100;18,42000008;17,8;0;3,56
SN320798;T13;10/14/2016 12:00:00 AM;10/14/2016;12:00:00 AM;100;17,07999992;16,8;0;3,56
SN320798;T13;10/14/2016 4:00:00 AM;10/14/2016;4:00:00 AM;100;16,55999947;16,3;0;3,56
SN320798;T13;10/14/2016 8:00:00 AM;10/14/2016;8:00:00 AM;100;18,06999969;17,5;123,6877441;3,56
SN320798;T13;10/14/2016 12:00:00 PM;10/14/2016;12:00:00 PM;100;19,85000038;20,4;491,8060303;3,55
SN320798;T13;10/14/2016 4:00:00 PM;10/14/2016;4:00:00 PM;98,8;19,65999985;19,5;14,72473145;3,55
SN320798;T13;10/14/2016 8:00:00 PM;10/14/2016;8:00:00 PM;100;18,57999992;18,3;0;3,55
SN320798;T13;10/15/2016 12:00:00 AM;10/15/2016;12:00:00 AM;100;17,87999916;17,6;0;3,55
SN320798;T13;10/15/2016 4:00:00 AM;10/15/2016;4:00:00 AM;100;17,46999931;17,3;0;3,55
SN320798;T13;10/15/2016 8:00:00 AM;10/15/2016;8:00:00 AM;100;18,84000015;18,4;203,2012939;3,55
SN320798;T13;10/15/2016 12:00:00 PM;10/15/2016;12:00:00 PM;100;19,51000023;19,8;291,5496826;3,55
SN320798;T13;10/15/2016 4:00:00 PM;10/15/2016;4:00:00 PM;100;19,21999931;19,1;38,28430176;3,55
SN320798;T13;10/15/2016 8:00:00 PM;10/15/2016;8:00:00 PM;100;17,77000046;17,6;0;3,55
SN320798;T13;10/16/2016 12:00:00 AM;10/16/2016;12:00:00 AM;100;17,52000046;17,1;0;3,54
SN320798;T13;10/16/2016 4:00:00 AM;10/16/2016;4:00:00 AM;100;17,04000092;16,8;0;3,54
SN320798;T13;10/16/2016 8:00:00 AM;10/16/2016;8:00:00 AM;100;17,45999908;17,2;88,34838867;3,54
SN320798;T13;10/16/2016 12:00:00 PM;10/16/2016;12:00:00 PM;97,8;21,25;20,6;294,4946289;3,54
SN320798;T13;10/16/2016 4:00:00 PM;10/16/2016;4:00:00 PM;100;18,44000053;18,4;0;3,54
SN320798;T13;10/16/2016 8:00:00 PM;10/16/2016;8:00:00 PM;100;17,06999969;16,8;0;3,54
SN320798;T13;10/17/2016 12:00:00 AM;10/17/2016;12:00:00 AM;100;16,85000038;16,5;0;3,54
SN320798;T13;10/17/2016 4:00:00 AM;10/17/2016;4:00:00 AM;100;15,77000046;15,8;0;3,54
SN320798;T13;10/17/2016 8:00:00 AM;10/17/2016;8:00:00 AM;100;17,45999908;16,9;150,1922607;3,54
SN320798;T13;10/17/2016 12:00:00 PM;10/17/2016;12:00:00 PM;100;19,84000015;19,9;114,8529053;3,53
SN320798;T13;10/17/2016 4:00:00 PM;10/17/2016;4:00:00 PM;100;19,12000084;18,9;29,44946289;3,53
SN320798;T13;10/17/2016 8:00:00 PM;10/17/2016;8:00:00 PM;100;17,76000023;17,6;0;3,53
SN320798;T13;10/18/2016 12:00:00 AM;10/18/2016;12:00:00 AM;100;17,39999962;17,1;0;3,53
SN320798;T13;10/18/2016 4:00:00 AM;10/18/2016;4:00:00 AM;100;17,02000046;16,8;0;3,53
SN320798;T13;10/18/2016 8:00:00 AM;10/18/2016;8:00:00 AM;100;17,89999962;17,4;150,1922607;3,53
SN320798;T13;10/18/2016 12:00:00 PM;10/18/2016;12:00:00 PM;100;19,20000076;18,9;100,1281738;3,53
SN320798;T13;10/18/2016 4:00:00 PM;10/18/2016;4:00:00 PM;100;19,12999916;18,8;58,89892578;3,53
SN320798;T13;10/18/2016 8:00:00 PM;10/18/2016;8:00:00 PM;100;17,5;17,3;0;3,53
SN320798;T13;10/19/2016 12:00:00 AM;10/19/2016;12:00:00 AM;100;16,62999916;16,3;0;3,53
SN320798;T13;10/19/2016 4:00:00 AM;10/19/2016;4:00:00 AM;100;16,37999916;16,1;0;3,53
SN320798;T13;10/19/2016 8:00:00 AM;10/19/2016;8:00:00 AM;100;18,18000031;17,5;147,2473145;3,52
SN320798;T13;10/19/2016 12:00:00 PM;10/19/2016;12:00:00 PM;100;20,51000023;20,1;394,6228027;3,52
SN320798;T13;10/19/2016 4:00:00 PM;10/19/2016;4:00:00 PM;100;19,39999962;19;29,44946289;3,52
SN320798;T13;10/19/2016 8:00:00 PM;10/19/2016;8:00:00 PM;100;17,87000084;17,5;0;3,52
SN320798;T13;10/20/2016 12:00:00 AM;10/20/2016;12:00:00 AM;100;16,34000015;16,3;0;3,52
SN320798;T13;10/20/2016 4:00:00 AM;10/20/2016;4:00:00 AM;100;15,18999958;14,9;0;3,52
SN320798;T13;10/20/2016 8:00:00 AM;10/20/2016;8:00:00 AM;100;16,71999931;16;41,22924805;3,52
SN320798;T13;10/20/2016 12:00:00 PM;10/20/2016;12:00:00 PM;100;20,29000092;20,4;176,6967773;3,52
SN320798;T13;10/20/2016 4:00:00 PM;10/20/2016;4:00:00 PM;100;20,12000084;19,8;94,23828125;3,52
SN320798;T13;10/20/2016 8:00:00 PM;10/20/2016;8:00:00 PM;100;18,51000023;18,1;0;3,52
SN320798;T13;10/21/2016 12:00:00 AM;10/21/2016;12:00:00 AM;100;17,07999992;16,9;0;3,51
SN320798;T13;10/21/2016 4:00:00 AM;10/21/2016;4:00:00 AM;100;15,97999954;15,8;0;3,51
SN320798;T13;10/21/2016 8:00:00 AM;10/21/2016;8:00:00 AM;100;17,04000092;16,6;85,40344238;3,51
SN320798;T13;10/21/2016 12:00:00 PM;10/21/2016;12:00:00 PM;86,5;22,64999962;21,7;397,567749;3,51
SN320798;T13;10/21/2016 4:00:00 PM;10/21/2016;4:00:00 PM;100;19,21999931;18,9;0;3,51
SN320798;T13;10/21/2016 8:00:00 PM;10/21/2016;8:00:00 PM;100;17,59000015;17,4;0;3,51
SN320798;T13;10/22/2016 12:00:00 AM;10/22/2016;12:00:00 AM;100;17,04000092;16,9;0;3,51
SN320798;T13;10/22/2016 4:00:00 AM;10/22/2016;4:00:00 AM;100;16,70000076;16,5;0;3,51
SN320798;T13;10/22/2016 8:00:00 AM;10/22/2016;8:00:00 AM;100;18,07999992;17,6;120,7427979;3,51
SN320798;T13;10/22/2016 12:00:00 PM;10/22/2016;12:00:00 PM;100;19,34000015;19,4;438,7969971;3,51
SN320798;T13;10/22/2016 4:00:00 PM;10/22/2016;4:00:00 PM;100;17,89999962;17,6;8,834838867;3,51
SN320798;T13;10/22/2016 8:00:00 PM;10/22/2016;8:00:00 PM;100;17,25;16,9;0;3,51
SN320798;T13;10/23/2016 12:00:00 AM;10/23/2016;12:00:00 AM;100;16,05999947;15,9;0;3,51
SN320798;T13;10/23/2016 4:00:00 AM;10/23/2016;4:00:00 AM;100;15,81000042;15,7;0;3,51
SN320798;T13;10/23/2016 8:00:00 AM;10/23/2016;8:00:00 AM;100;17,87000084;17,3;179,6417236;3,51
SN320798;T13;10/23/2016 12:00:00 PM;10/23/2016;12:00:00 PM;100;18,37000084;18,4;214,9810791;3,51
SN320798;T13;10/23/2016 4:00:00 PM;10/23/2016;4:00:00 PM;100;18,37999916;18,3;17,66967773;3,51
SN320798;T13;10/23/2016 8:00:00 PM;10/23/2016;8:00:00 PM;100;17,31999969;17,1;0;3,51
SN320798;T13;10/24/2016 12:00:00 AM;10/24/2016;12:00:00 AM;100;16,86000061;16,8;0;3,51
SN320798;T13;10/24/2016 4:00:00 AM;10/24/2016;4:00:00 AM;100;16,97999954;16,9;0;3,51
SN320798;T13;10/24/2016 8:00:00 AM;10/24/2016;8:00:00 AM;100;17,93000031;17,6;147,2473145;3,51
SN320798;T13;10/24/2016 12:00:00 PM;10/24/2016;12:00:00 PM;100;21,34000015;19,4;344,5587158;3,51
SN320798;T13;10/24/2016 4:00:00 PM;10/24/2016;4:00:00 PM;100;18,51000023;18,2;20,61462402;3,51
SN320798;T13;10/24/2016 8:00:00 PM;10/24/2016;8:00:00 PM;100;17,64999962;17,4;0;3,51
SN320798;T13;10/25/2016 12:00:00 AM;10/25/2016;12:00:00 AM;100;15,19999981;15,3;0;3,51
SN320798;T13;10/25/2016 4:00:00 AM;10/25/2016;4:00:00 AM;100;13,42000008;13,4;0;3,51
SN320798;T13;10/25/2016 8:00:00 AM;10/25/2016;8:00:00 AM;100;16,10000038;15,5;67,73376465;3,51
SN320798;T13;10/25/2016 12:00:00 PM;10/25/2016;12:00:00 PM;100;19,77000046;19,5;247,3754883;3,5
SN320798;T13;10/25/2016 4:00:00 PM;10/25/2016;4:00:00 PM;97,9;19,10000038;19;70,67871094;3,5
SN320798;T13;10/25/2016 8:00:00 PM;10/25/2016;8:00:00 PM;100;18,01000023;17,8;0;3,5
SN320798;T13;10/26/2016 12:00:00 AM;10/26/2016;12:00:00 AM;100;17,45999908;17,1;0;3,5
SN320798;T13;10/26/2016 4:00:00 AM;10/26/2016;4:00:00 AM;100;16,54000092;16,4;0;3,5
SN320798;T13;10/26/2016 8:00:00 AM;10/26/2016;8:00:00 AM;100;17,57999992;17,3;194,3664551;3,5
SN320798;T13;10/26/2016 12:00:00 PM;10/26/2016;12:00:00 PM;100;19;19,3;238,5406494;3,5
SN320798;T13;10/26/2016 4:00:00 PM;10/26/2016;4:00:00 PM;100;17,94000053;17,8;32,39440918;3,5
SN320798;T13;10/26/2016 8:00:00 PM;10/26/2016;8:00:00 PM;100;17,69000053;17,5;0;3,5
SN320798;T13;10/27/2016 12:00:00 AM;10/27/2016;12:00:00 AM;100;16,19000053;16,1;0;3,5
SN320798;T13;10/27/2016 4:00:00 AM;10/27/2016;4:00:00 AM;100;14,64000034;14,5;0;3,5
SN320798;T13;10/27/2016 8:00:00 AM;10/27/2016;8:00:00 AM;100;16,55999947;15,9;50,06408691;3,5
SN320798;T13;10/27/2016 12:00:00 PM;10/27/2016;12:00:00 PM;100;19,23999977;19,4;432,9071045;3,49
SN320798;T13;10/27/2016 4:00:00 PM;10/27/2016;4:00:00 PM;99,5;19,12000084;18,8;111,907959;3,49
SN320798;T13;10/27/2016 8:00:00 PM;10/27/2016;8:00:00 PM;99,7;17,45000076;17,2;0;3,49
SN320798;T13;10/28/2016 12:00:00 AM;10/28/2016;12:00:00 AM;99,8;16,79999924;16,5;0;3,49
SN320798;T13;10/28/2016 4:00:00 AM;10/28/2016;4:00:00 AM;100;16,31999969;15,9;0;3,49
SN320798;T13;10/28/2016 8:00:00 AM;10/28/2016;8:00:00 AM;100;17,75;17,3;173,7518311;3,49
SN320798;T13;10/28/2016 12:00:00 PM;10/28/2016;12:00:00 PM;96,4;19,88999939;19,8;374,0081787;3,49
SN320798;T13;10/28/2016 4:00:00 PM;10/28/2016;4:00:00 PM;99,3;18,81999969;18,8;8,834838867;3,49
SN320798;T13;10/28/2016 8:00:00 PM;10/28/2016;8:00:00 PM;100;17,70999908;17,6;0;3,49
SN320798;T13;10/29/2016 12:00:00 AM;10/29/2016;12:00:00 AM;100;16,94000053;16,9;0;3,49
SN320798;T13;10/29/2016 4:00:00 AM;10/29/2016;4:00:00 AM;100;16,85000038;16,8;0;3,49
SN320798;T13;10/29/2016 8:00:00 AM;10/29/2016;8:00:00 AM;100;18,39999962;18,1;100,1281738;3,49
SN320798;T13;10/29/2016 12:00:00 PM;10/29/2016;12:00:00 PM;100;19,36000061;19,6;259,1552734;3,49
SN320798;T13;10/29/2016 4:00:00 PM;10/29/2016;4:00:00 PM;97,4;19,37000084;19,3;79,5135498;3,49
SN320798;T13;10/29/2016 8:00:00 PM;10/29/2016;8:00:00 PM;100;17,82999992;17,7;0;3,49
SN320798;T13;10/30/2016 12:00:00 AM;10/30/2016;12:00:00 AM;100;16,89999962;16,9;0;3,49
SN320798;T13;10/30/2016 4:00:00 AM;10/30/2016;4:00:00 AM;99,6;15,84000015;15,8;0;3,49
SN320798;T13;10/30/2016 8:00:00 AM;10/30/2016;8:00:00 AM;99,4;17,44000053;16,9;64,78881836;3,49
SN320798;T13;10/30/2016 8:00:00 PM;10/30/2016;8:00:00 PM;100;17,68000031;17,5;0;3,49
SN320798;T13;10/31/2016 4:00:00 AM;10/31/2016;4:00:00 AM;100;16,07999992;15,9;0;3,49
SN320798;T13;10/30/2016 12:00:00 PM;10/30/2016;12:00:00 PM;92,6;20,81999969;20;394,6228027;3,48
SN320798;T13;10/30/2016 4:00:00 PM;10/30/2016;4:00:00 PM;100;18,46999931;18,4;14,72473145;3,48
SN320798;T13;10/31/2016 12:00:00 AM;10/31/2016;12:00:00 AM;100;17,23999977;17,1;0;3,48
SN320798;T13;10/31/2016 8:00:00 AM;10/31/2016;8:00:00 AM;100;18,21999931;17,6;206,1462402;3,48
SN320798;T13;10/31/2016 12:00:00 PM;10/31/2016;12:00:00 PM;100;18,88999939;19,1;273,8800049;3,48
SN320798;T13;10/31/2016 4:00:00 PM;10/31/2016;4:00:00 PM;100;17,95999908;17,9;11,77978516;3,48
SN320798;T13;10/31/2016 8:00:00 PM;10/31/2016;8:00:00 PM;100;17,13999939;17,1;0;3,48
SN320798;T13;11/1/2016 12:00:00 AM;11/1/2016;12:00:00 AM;100;15,72999954;15,8;0;3,48
SN320798;T13;11/1/2016 4:00:00 AM;11/1/2016;4:00:00 AM;100;15,76000023;15,6;0;3,48
SN320798;T13;11/1/2016 8:00:00 AM;11/1/2016;8:00:00 AM;100;17,93000031;17,5;153,137207;3,48
SN320798;T13;11/1/2016 12:00:00 PM;11/1/2016;12:00:00 PM;100;19,37999916;19,8;179,6417236;3,48
SN320798;T13;11/1/2016 4:00:00 PM;11/1/2016;4:00:00 PM;100;19,03000069;18,8;106,0180664;3,48
SN320798;T13;11/1/2016 8:00:00 PM;11/1/2016;8:00:00 PM;100;16,96999931;16,9;0;3,48
SN320798;T13;11/2/2016 12:00:00 AM;11/2/2016;12:00:00 AM;100;16,60000038;16,4;0;3,48
SN320798;T13;11/2/2016 4:00:00 AM;11/2/2016;4:00:00 AM;100;16,07999992;15,9;0;3,48
SN320798;T13;11/2/2016 8:00:00 AM;11/2/2016;8:00:00 AM;100;16,82999992;16,5;170,8068848;3,48
SN320798;T13;11/2/2016 12:00:00 PM;11/2/2016;12:00:00 PM;100;18,87000084;18,9;477,0812988;3,48
SN320798;T13;11/2/2016 4:00:00 PM;11/2/2016;4:00:00 PM;100;19,06999969;19,4;135,4675293;3,48
SN320798;T13;11/2/2016 8:00:00 PM;11/2/2016;8:00:00 PM;100;17,81999969;17,7;0;3,48
SN320798;T13;11/3/2016 12:00:00 AM;11/3/2016;12:00:00 AM;100;16,12000084;16,3;0;3,48
SN320798;T13;11/3/2016 4:00:00 AM;11/3/2016;4:00:00 AM;100;14,93999958;14,8;0;3,48
SN320798;T13;11/3/2016 8:00:00 AM;11/3/2016;8:00:00 AM;100;16,56999969;16;88,34838867;3,48
SN320798;T13;11/3/2016 8:00:00 PM;11/3/2016;8:00:00 PM;100;17,44000053;17,4;0;3,48
SN320798;T13;11/4/2016 12:00:00 AM;11/4/2016;12:00:00 AM;100;16,28000069;16,4;0;3,48
SN320798;T13;11/4/2016 4:00:00 AM;11/4/2016;4:00:00 AM;100;15,96000004;15,7;0;3,48
SN320798;T13;11/4/2016 8:00:00 AM;11/4/2016;8:00:00 AM;100;17,04000092;16,6;91,29333496;3,48
SN320798;T13;11/3/2016 12:00:00 PM;11/3/2016;12:00:00 PM;85,8;22,07999992;21,4;288,6047363;3,47
SN320798;T13;11/3/2016 4:00:00 PM;11/3/2016;4:00:00 PM;98,4;19,13999939;19,1;29,44946289;3,47
SN320798;T13;11/4/2016 12:00:00 PM;11/4/2016;12:00:00 PM;100;20,52000046;20,3;318,0541992;3,47
SN320798;T13;11/4/2016 4:00:00 PM;11/4/2016;4:00:00 PM;100;19,22999954;19;50,06408691;3,47
SN320798;T13;11/4/2016 8:00:00 PM;11/4/2016;8:00:00 PM;100;18,30999947;18,3;0;3,47
SN320798;T13;11/5/2016 12:00:00 AM;11/5/2016;12:00:00 AM;100;17,47999954;17,5;0;3,47
SN320798;T13;11/5/2016 4:00:00 AM;11/5/2016;4:00:00 AM;100;16,70999908;16,6;0;3,47
SN320798;T13;11/5/2016 8:00:00 AM;11/5/2016;8:00:00 AM;100;17,52000046;17,2;55,95397949;3,47
SN320798;T13;11/5/2016 12:00:00 PM;11/5/2016;12:00:00 PM;100;17,95000076;17,7;108,9630127;3,47
SN320798;T13;11/5/2016 4:00:00 PM;11/5/2016;4:00:00 PM;100;17,65999985;17,6;8,834838867;3,47
SN320798;T13;11/5/2016 8:00:00 PM;11/5/2016;8:00:00 PM;100;17,29000092;17;0;3,47
SN320798;T13;11/6/2016 12:00:00 AM;11/6/2016;12:00:00 AM;100;16,96999931;16,6;0;3,47
SN320798;T13;11/6/2016 4:00:00 AM;11/6/2016;4:00:00 AM;100;15,84000015;15,8;0;3,47
SN320798;T13;11/6/2016 8:00:00 AM;11/6/2016;8:00:00 AM;100;17,26000023;16,8;141,3574219;3,47
SN320798;T13;11/6/2016 12:00:00 PM;11/6/2016;12:00:00 PM;100;17,81999969;17,8;138,4124756;3,47
SN320798;T13;11/6/2016 4:00:00 PM;11/6/2016;4:00:00 PM;100;17,79000092;17,6;41,22924805;3,47
SN320798;T13;11/6/2016 8:00:00 PM;11/6/2016;8:00:00 PM;100;16,97999954;16,9;0;3,47
SN320798;T13;11/7/2016 12:00:00 AM;11/7/2016;12:00:00 AM;100;16,62000084;16,5;0;3,47
SN320798;T13;11/7/2016 4:00:00 AM;11/7/2016;4:00:00 AM;100;16,51000023;16,4;0;3,46
SN320798;T13;11/7/2016 8:00:00 AM;11/7/2016;8:00:00 AM;100;17,47999954;17,3;164,9169922;3,46
SN320798;T13;11/7/2016 12:00:00 PM;11/7/2016;12:00:00 PM;92,6;19,77000046;19,9;415,2374268;3,46
SN320798;T13;11/7/2016 4:00:00 PM;11/7/2016;4:00:00 PM;98,9;18,25;17,9;20,61462402;3,46
SN320798;T13;11/7/2016 8:00:00 PM;11/7/2016;8:00:00 PM;100;17,19000053;17,1;0;3,46
SN320798;T13;11/8/2016 12:00:00 AM;11/8/2016;12:00:00 AM;100;16,63999939;16,5;0;3,46
SN320798;T13;11/8/2016 4:00:00 AM;11/8/2016;4:00:00 AM;100;15,02000046;15;0;3,46
SN320798;T13;11/8/2016 8:00:00 AM;11/8/2016;8:00:00 AM;100;15,81999969;15,4;82,45849609;3,46
SN320798;T13;11/8/2016 12:00:00 PM;11/8/2016;12:00:00 PM;100;19,18000031;19,8;371,0632324;3,45
SN320798;T13;11/8/2016 4:00:00 PM;11/8/2016;4:00:00 PM;99;18,87000084;18,7;20,61462402;3,45
SN320798;T13;11/8/2016 8:00:00 PM;11/8/2016;8:00:00 PM;99,5;17,39999962;17,4;0;3,45
SN320798;T13;11/9/2016 12:00:00 AM;11/9/2016;12:00:00 AM;99;15,48999977;15,6;0;3,45
SN320798;T13;11/9/2016 4:00:00 AM;11/9/2016;4:00:00 AM;98,1;13,73999977;14;0;3,45
SN320798;T13;11/9/2016 8:00:00 AM;11/9/2016;8:00:00 AM;99,4;14,89999962;14,1;53,0090332;3,45
SN320798;T13;11/9/2016 12:00:00 PM;11/9/2016;12:00:00 PM;77,3;22,28000069;21,9;862,8692627;3,45
SN320798;T13;11/9/2016 4:00:00 PM;11/9/2016;4:00:00 PM;91,3;20,13999939;19,8;73,62365723;3,45
SN320798;T13;11/9/2016 8:00:00 PM;11/9/2016;8:00:00 PM;98,9;18,30999947;18,1;0;3,45
SN320798;T13;11/10/2016 12:00:00 AM;11/10/2016;12:00:00 AM;100;17,75;17,6;0;3,45
SN320798;T13;11/10/2016 4:00:00 AM;11/10/2016;4:00:00 AM;99,4;15,69999981;15,5;0;3,45
SN320798;T13;11/10/2016 8:00:00 AM;11/10/2016;8:00:00 AM;99,3;17,12000084;16,5;53,0090332;3,44
SN320798;T13;11/10/2016 12:00:00 PM;11/10/2016;12:00:00 PM;92,6;19,35000038;19,1;135,4675293;3,44
SN320798;T13;11/10/2016 4:00:00 PM;11/10/2016;4:00:00 PM;99,7;18,37999916;18,3;14,72473145;3,44
SN320798;T13;11/10/2016 8:00:00 PM;11/10/2016;8:00:00 PM;100;17,64999962;17,4;0;3,44
SN320798;T13;11/11/2016 12:00:00 AM;11/11/2016;12:00:00 AM;100;16,28000069;16,1;0;3,44
SN320798;T13;11/11/2016 4:00:00 AM;11/11/2016;4:00:00 AM;100;15,47999954;15,4;0;3,44
SN320798;T13;11/11/2016 8:00:00 AM;11/11/2016;8:00:00 AM;100;17,71999931;17,3;100,1281738;3,44
SN320798;T13;11/11/2016 12:00:00 PM;11/11/2016;12:00:00 PM;100;19,75;19,4;76,56860352;3,44
SN320798;T13;11/11/2016 4:00:00 PM;11/11/2016;4:00:00 PM;100;17,93000031;17,6;23,55957031;3,44
SN320798;T13;11/11/2016 8:00:00 PM;11/11/2016;8:00:00 PM;100;17,17000008;17;0;3,44
SN320798;T13;11/12/2016 12:00:00 AM;11/12/2016;12:00:00 AM;100;15,92000008;15,8;0;3,44
SN320798;T13;11/12/2016 4:00:00 AM;11/12/2016;4:00:00 AM;100;15,69999981;15,5;0;3,43
SN320798;T13;11/12/2016 8:00:00 AM;11/12/2016;8:00:00 AM;100;17,55999947;17,1;217,9260254;3,43
SN320798;T13;11/12/2016 12:00:00 PM;11/12/2016;12:00:00 PM;100;18,76000023;19,1;350,4486084;3,43
SN320798;T13;11/12/2016 4:00:00 PM;11/12/2016;4:00:00 PM;100;16,89999962;16,8;11,77978516;3,43
SN320798;T13;11/12/2016 8:00:00 PM;11/12/2016;8:00:00 PM;100;16,37000084;16,3;0;3,43
SN320798;T13;11/13/2016 12:00:00 AM;11/13/2016;12:00:00 AM;100;15,89999962;15,8;0;3,43
SN320798;T13;11/13/2016 4:00:00 AM;11/13/2016;4:00:00 AM;100;15,18000031;15,1;0;3,43
SN320798;T13;11/13/2016 8:00:00 AM;11/13/2016;8:00:00 AM;100;17,15999985;16,6;214,9810791;3,42
SN320798;T13;11/13/2016 12:00:00 PM;11/13/2016;12:00:00 PM;100;19,62000084;19,6;550,7049561;3,42
SN320798;T13;11/13/2016 4:00:00 PM;11/13/2016;4:00:00 PM;100;18,43000031;18,3;17,66967773;3,42
SN320798;T13;11/13/2016 8:00:00 PM;11/13/2016;8:00:00 PM;100;18,18000031;17,9;0;3,42
SN320798;T13;11/14/2016 12:00:00 AM;11/14/2016;12:00:00 AM;100;17,32999992;17,1;0;3,42
SN320798;T13;11/14/2016 4:00:00 AM;11/14/2016;4:00:00 AM;100;17,22999954;16,9;0;3,42
SN320798;T13;11/14/2016 8:00:00 AM;11/14/2016;8:00:00 AM;100;17,01000023;16,8;29,44946289;3,42
SN320798;T13;11/14/2016 12:00:00 PM;11/14/2016;12:00:00 PM;100;18,57999992;18,4;353,3935547;3,42
SN320798;T13;11/14/2016 4:00:00 PM;11/14/2016;4:00:00 PM;100;17,81999969;17,5;20,61462402;3,41
