serial_number;tree_location;date_time;date (mdy);time;rh;t_rh;t;l1;battery
SN320784;T12;12/24/2016 8:00:00 PM;12/24/2016;8:00:00 PM;100;17,19000053;17,1;-1,78E-15;3,79
SN320784;T12;12/25/2016 12:00:00 AM;12/25/2016;12:00:00 AM;100;16,02000046;15,9;-1,78E-15;3,79
SN320784;T12;12/25/2016 4:00:00 AM;12/25/2016;4:00:00 AM;100;14,69999981;14,9;-1,78E-15;3,79
SN320784;T12;12/25/2016 8:00:00 AM;12/25/2016;8:00:00 AM;100;15,71000004;15,3;118,3121338;3,79
SN320784;T12;12/25/2016 12:00:00 PM;12/25/2016;12:00:00 PM;100;19,07999992;18,6;597,1945801;3,79
SN320784;T12;12/25/2016 4:00:00 PM;12/25/2016;4:00:00 PM;100;18,05999947;17,9;16,9017334;3,79
SN320784;T12;12/25/2016 8:00:00 PM;12/25/2016;8:00:00 PM;100;17,67000008;17,5;-1,78E-15;3,79
SN320784;T12;12/26/2016 12:00:00 AM;12/26/2016;12:00:00 AM;100;16,29999924;16,4;-1,78E-15;3,79
SN320784;T12;12/26/2016 4:00:00 AM;12/26/2016;4:00:00 AM;100;15,64000034;15,6;-1,78E-15;3,79
SN320784;T12;12/26/2016 8:00:00 AM;12/26/2016;8:00:00 AM;100;16,04000092;15,6;90,14257813;3,79
SN320784;T12;12/26/2016 12:00:00 PM;12/26/2016;12:00:00 PM;100;18,34000015;18,1;366,2042236;3,79
SN320784;T12;12/26/2016 4:00:00 PM;12/26/2016;4:00:00 PM;100;17,68000031;17,5;22,53564453;3,79
SN320784;T12;12/26/2016 8:00:00 PM;12/26/2016;8:00:00 PM;100;17,54999924;17,4;-1,78E-15;3,79
SN320784;T12;12/27/2016 12:00:00 AM;12/27/2016;12:00:00 AM;100;16,95000076;16,8;-1,78E-15;3,79
SN320784;T12;12/27/2016 4:00:00 AM;12/27/2016;4:00:00 AM;100;16,26000023;16,2;-1,78E-15;3,79
SN320784;T12;12/27/2016 8:00:00 AM;12/27/2016;8:00:00 AM;100;16,73999977;16,5;202,8208008;3,79
SN320784;T12;12/27/2016 12:00:00 PM;12/27/2016;12:00:00 PM;100;16,86000061;16,8;174,6512451;3,79
SN320784;T12;12/27/2016 4:00:00 PM;12/27/2016;4:00:00 PM;100;16,48999977;16,6;107,0443115;3,79
SN320784;T12;12/27/2016 8:00:00 PM;12/27/2016;8:00:00 PM;100;16,54000092;16,4;-1,78E-15;3,79
SN320784;T12;12/28/2016 12:00:00 AM;12/28/2016;12:00:00 AM;100;16,21999931;16,1;-1,78E-15;3,79
SN320784;T12;12/28/2016 4:00:00 AM;12/28/2016;4:00:00 AM;100;13,55000019;13,8;-1,78E-15;3,79
SN320784;T12;12/28/2016 8:00:00 AM;12/28/2016;8:00:00 AM;100;14,82999992;14,4;219,7225342;3,79
SN320784;T12;12/28/2016 12:00:00 PM;12/28/2016;12:00:00 PM;83,1;21,28000069;22,9;692,9710693;3,79
SN320784;T12;12/28/2016 4:00:00 PM;12/28/2016;4:00:00 PM;100;17,68000031;17,6;16,9017334;3,79
SN320784;T12;12/28/2016 8:00:00 PM;12/28/2016;8:00:00 PM;100;17,12000084;17,1;-1,78E-15;3,79
SN320784;T12;12/29/2016 4:00:00 AM;12/29/2016;4:00:00 AM;100;15,26000023;15,3;-1,78E-15;3,79
SN320784;T12;12/30/2016 4:00:00 AM;12/30/2016;4:00:00 AM;99,6;13,42000008;13,3;-1,78E-15;3,79
SN320784;T12;12/29/2016 12:00:00 AM;12/29/2016;12:00:00 AM;100;16,68000031;16,6;-1,78E-15;3,78
SN320784;T12;12/29/2016 8:00:00 AM;12/29/2016;8:00:00 AM;100;16,32999992;16;349,3024902;3,78
SN320784;T12;12/29/2016 12:00:00 PM;12/29/2016;12:00:00 PM;97,8;18,53000069;18,4;636,631958;3,78
SN320784;T12;12/29/2016 4:00:00 PM;12/29/2016;4:00:00 PM;100;17,70000076;17,5;22,53564453;3,78
SN320784;T12;12/29/2016 8:00:00 PM;12/29/2016;8:00:00 PM;100;16,48999977;16,5;-1,78E-15;3,78
SN320784;T12;12/30/2016 12:00:00 AM;12/30/2016;12:00:00 AM;100;14,10000038;14,4;-1,78E-15;3,78
SN320784;T12;12/30/2016 8:00:00 AM;12/30/2016;8:00:00 AM;99,7;14,31000042;13,8;61,97302246;3,78
SN320784;T12;12/30/2016 12:00:00 PM;12/30/2016;12:00:00 PM;93,3;18,5;17,6;422,543335;3,78
SN320784;T12;12/30/2016 4:00:00 PM;12/30/2016;4:00:00 PM;96,4;17,70999908;17,3;11,26782227;3,78
SN320784;T12;12/30/2016 8:00:00 PM;12/30/2016;8:00:00 PM;99,9;16,97999954;16,8;-1,78E-15;3,78
SN320784;T12;12/31/2016 12:00:00 AM;12/31/2016;12:00:00 AM;100;16,34000015;16,3;-1,78E-15;3,78
SN320784;T12;12/31/2016 4:00:00 AM;12/31/2016;4:00:00 AM;100;15,14000034;15,1;-1,78E-15;3,78
SN320784;T12;12/31/2016 8:00:00 AM;12/31/2016;8:00:00 AM;100;15,28999996;15;118,3121338;3,78
SN320784;T12;12/31/2016 12:00:00 PM;12/31/2016;12:00:00 PM;100;18,06999969;18,1;839,4527588;3,78
SN320784;T12;12/31/2016 4:00:00 PM;12/31/2016;4:00:00 PM;100;17,48999977;17,4;73,24084473;3,78
SN320784;T12;12/31/2016 8:00:00 PM;12/31/2016;8:00:00 PM;100;16,42000008;16,5;-1,78E-15;3,78
SN320784;T12;1/1/2017 12:00:00 AM;1/1/2017;12:00:00 AM;100;15,93999958;15,9;-1,78E-15;3,78
SN320784;T12;1/1/2017 4:00:00 AM;1/1/2017;4:00:00 AM;100;16,22999954;16;-1,78E-15;3,78
SN320784;T12;1/1/2017 8:00:00 AM;1/1/2017;8:00:00 AM;100;16,04000092;15,8;123,9460449;3,78
SN320784;T12;1/1/2017 12:00:00 PM;1/1/2017;12:00:00 PM;100;18,02000046;18;788,7475586;3,78
SN320784;T12;1/1/2017 4:00:00 PM;1/1/2017;4:00:00 PM;100;18,01000023;17,9;84,50866699;3,78
SN320784;T12;1/1/2017 8:00:00 PM;1/1/2017;8:00:00 PM;100;17,37000084;17,3;-1,78E-15;3,78
SN320784;T12;1/2/2017 12:00:00 AM;1/2/2017;12:00:00 AM;100;16,87000084;16,8;-1,78E-15;3,78
SN320784;T12;1/2/2017 4:00:00 AM;1/2/2017;4:00:00 AM;100;16,43000031;16,4;-1,78E-15;3,78
SN320784;T12;1/2/2017 8:00:00 AM;1/2/2017;8:00:00 AM;100;17,03000069;16,7;185,9190674;3,78
SN320784;T12;1/2/2017 12:00:00 PM;1/2/2017;12:00:00 PM;99,3;18,18000031;17,9;191,5529785;3,78
SN320784;T12;1/2/2017 4:00:00 PM;1/2/2017;4:00:00 PM;100;17,87999916;17,8;73,24084473;3,78
SN320784;T12;1/2/2017 8:00:00 PM;1/2/2017;8:00:00 PM;100;17,40999985;17,3;-1,78E-15;3,78
SN320784;T12;1/3/2017 12:00:00 AM;1/3/2017;12:00:00 AM;100;15,31000042;15,7;-1,78E-15;3,78
SN320784;T12;1/3/2017 4:00:00 AM;1/3/2017;4:00:00 AM;100;13,02999973;13,1;-1,78E-15;3,78
SN320784;T12;1/3/2017 8:00:00 AM;1/3/2017;8:00:00 AM;100;13,97999954;13,4;67,60693359;3,78
SN320784;T12;1/3/2017 12:00:00 PM;1/3/2017;12:00:00 PM;100;16,84000015;16,8;501,4180908;3,78
SN320784;T12;1/3/2017 4:00:00 PM;1/3/2017;4:00:00 PM;99,5;17,82999992;17,6;101,4104004;3,78
SN320784;T12;1/3/2017 8:00:00 PM;1/3/2017;8:00:00 PM;100;16,14999962;16,3;-1,78E-15;3,78
SN320784;T12;1/4/2017 12:00:00 AM;1/4/2017;12:00:00 AM;98,3;13,23999977;13,8;-1,78E-15;3,78
SN320784;T12;1/4/2017 4:00:00 AM;1/4/2017;4:00:00 AM;98,2;11,47999954;11,8;-1,78E-15;3,78
SN320784;T12;1/4/2017 8:00:00 AM;1/4/2017;8:00:00 AM;99,7;12,40999985;11,7;56,33911133;3,78
SN320784;T12;1/4/2017 12:00:00 PM;1/4/2017;12:00:00 PM;49,8;29,94000053;25,4;50879,85156;3,78
SN320784;T12;1/4/2017 4:00:00 PM;1/4/2017;4:00:00 PM;90,7;19,29999924;18,3;185,9190674;3,78
SN320784;T12;1/4/2017 8:00:00 PM;1/4/2017;8:00:00 PM;98,9;17,25;17,1;-1,78E-15;3,78
SN320784;T12;1/5/2017 12:00:00 AM;1/5/2017;12:00:00 AM;97,7;13,80000019;14,2;-1,78E-15;3,78
SN320784;T12;1/5/2017 4:00:00 AM;1/5/2017;4:00:00 AM;94,8;11,56000042;11,8;-1,78E-15;3,78
SN320784;T12;1/5/2017 8:00:00 AM;1/5/2017;8:00:00 AM;90,2;14,93999958;13,6;214,088623;3,78
SN320784;T12;1/5/2017 12:00:00 PM;1/5/2017;12:00:00 PM;77,7;20,53000069;19,6;433,8111572;3,78
SN320784;T12;1/5/2017 4:00:00 PM;1/5/2017;4:00:00 PM;92,6;19,10000038;18,5;169,017334;3,78
SN320784;T12;1/5/2017 8:00:00 PM;1/5/2017;8:00:00 PM;99,4;17,52000046;17,4;-1,78E-15;3,78
SN320784;T12;1/6/2017 12:00:00 AM;1/6/2017;12:00:00 AM;99,7;14,32999992;14,6;-1,78E-15;3,78
SN320784;T12;1/6/2017 4:00:00 AM;1/6/2017;4:00:00 AM;99,7;12,39999962;12,8;-1,78E-15;3,78
SN320784;T12;1/6/2017 8:00:00 AM;1/6/2017;8:00:00 AM;99,2;13,35000038;12,8;61,97302246;3,78
SN320784;T12;1/6/2017 12:00:00 PM;1/6/2017;12:00:00 PM;80,6;20,26000023;19,1;540,8554688;3,78
SN320784;T12;1/6/2017 4:00:00 PM;1/6/2017;4:00:00 PM;91,8;19,04000092;18,4;140,8477783;3,78
SN320784;T12;1/6/2017 8:00:00 PM;1/6/2017;8:00:00 PM;98,2;16,97999954;16,9;-1,78E-15;3,78
SN320784;T12;1/7/2017 12:00:00 AM;1/7/2017;12:00:00 AM;97,3;14,26000023;14,6;-1,78E-15;3,78
SN320784;T12;1/7/2017 4:00:00 AM;1/7/2017;4:00:00 AM;96,8;12,42000008;12,6;-1,78E-15;3,78
SN320784;T12;1/7/2017 8:00:00 AM;1/7/2017;8:00:00 AM;97,9;13,61999989;12,9;67,60693359;3,78
SN320784;T12;1/7/2017 12:00:00 PM;1/7/2017;12:00:00 PM;67,1;24,21999931;21,5;5966,312012;3,78
SN320784;T12;1/7/2017 4:00:00 PM;1/7/2017;4:00:00 PM;93,9;18,20000076;17,9;101,4104004;3,78
SN320784;T12;1/7/2017 8:00:00 PM;1/7/2017;8:00:00 PM;99,4;16,81999969;16,6;-1,78E-15;3,78
SN320784;T12;1/8/2017 12:00:00 AM;1/8/2017;12:00:00 AM;99,7;16,26000023;16,1;-1,78E-15;3,78
SN320784;T12;1/8/2017 4:00:00 AM;1/8/2017;4:00:00 AM;99,8;16,38999939;16,2;-1,78E-15;3,78
SN320784;T12;1/8/2017 8:00:00 AM;1/8/2017;8:00:00 AM;99,9;16,54000092;16,4;56,33911133;3,78
SN320784;T12;1/8/2017 12:00:00 PM;1/8/2017;12:00:00 PM;99,9;16,89999962;16,9;287,3294678;3,78
SN320784;T12;1/8/2017 4:00:00 PM;1/8/2017;4:00:00 PM;100;17,28000069;17;73,24084473;3,78
SN320784;T12;1/8/2017 8:00:00 PM;1/8/2017;8:00:00 PM;100;16,52000046;16,3;-1,78E-15;3,78
SN320784;T12;1/9/2017 12:00:00 AM;1/9/2017;12:00:00 AM;100;16,13999939;16,1;-1,78E-15;3,78
SN320784;T12;1/9/2017 4:00:00 AM;1/9/2017;4:00:00 AM;100;14,57999992;14,6;-1,78E-15;3,78
SN320784;T12;1/9/2017 8:00:00 AM;1/9/2017;8:00:00 AM;100;15,09000015;14,9;45,07128906;3,78
SN320784;T12;1/9/2017 12:00:00 PM;1/9/2017;12:00:00 PM;100;15,56000042;15,4;636,631958;3,78
SN320784;T12;1/9/2017 4:00:00 PM;1/9/2017;4:00:00 PM;100;15,85999966;15,6;39,43737793;3,78
SN320784;T12;1/9/2017 8:00:00 PM;1/9/2017;8:00:00 PM;100;15,43999958;15,3;-1,78E-15;3,78
SN320784;T12;1/10/2017 12:00:00 AM;1/10/2017;12:00:00 AM;100;14,93999958;14,9;-1,78E-15;3,78
SN320784;T12;1/10/2017 4:00:00 AM;1/10/2017;4:00:00 AM;100;14,73999977;14,6;-1,78E-15;3,78
SN320784;T12;1/10/2017 8:00:00 AM;1/10/2017;8:00:00 AM;100;15,46000004;15,1;202,8208008;3,78
SN320784;T12;1/10/2017 12:00:00 PM;1/10/2017;12:00:00 PM;100;16,76000023;16,6;495,7841797;3,78
SN320784;T12;1/10/2017 4:00:00 PM;1/10/2017;4:00:00 PM;100;16,68000031;16,5;101,4104004;3,78
SN320784;T12;1/10/2017 8:00:00 PM;1/10/2017;8:00:00 PM;100;16,5;16,4;-1,78E-15;3,78
SN320784;T12;1/11/2017 12:00:00 AM;1/11/2017;12:00:00 AM;100;16,10000038;15,9;-1,78E-15;3,78
SN320784;T12;1/11/2017 4:00:00 AM;1/11/2017;4:00:00 AM;100;15,89999962;15,8;-1,78E-15;3,78
SN320784;T12;1/11/2017 8:00:00 AM;1/11/2017;8:00:00 AM;100;16,37000084;16,1;467,614624;3,78
SN320784;T12;1/11/2017 12:00:00 PM;1/11/2017;12:00:00 PM;100;17,76000023;18,1;574,6589355;3,78
SN320784;T12;1/11/2017 4:00:00 PM;1/11/2017;4:00:00 PM;94,6;18,87999916;18,3;247,8920898;3,78
SN320784;T12;1/11/2017 8:00:00 PM;1/11/2017;8:00:00 PM;96,7;17,51000023;17,3;-1,78E-15;3,78
SN320784;T12;1/12/2017 12:00:00 AM;1/12/2017;12:00:00 AM;99,8;16,17000008;16,1;-1,78E-15;3,78
SN320784;T12;1/12/2017 4:00:00 AM;1/12/2017;4:00:00 AM;100;14,81999969;14,8;-1,78E-15;3,78
SN320784;T12;1/12/2017 8:00:00 AM;1/12/2017;8:00:00 AM;100;15,64000034;15,3;394,3737793;3,78
SN320784;T12;1/12/2017 12:00:00 PM;1/12/2017;12:00:00 PM;73,1;23,84000015;21,7;3746,550781;3,78
SN320785;T06;7/18/2016 4:00:00 AM;7/18/2016;4:00:00 AM;99;15,47999954;15,6;0;3,91
SN320785;T06;7/18/2016 8:00:00 AM;7/18/2016;8:00:00 AM;99;17,17000008;17,1;840,3857422;3,91
SN320785;T06;7/18/2016 12:00:00 PM;7/18/2016;12:00:00 PM;98,7;19,48999977;19,5;2197,338867;3,91
SN320785;T06;7/18/2016 4:00:00 PM;7/18/2016;4:00:00 PM;99;18,35000038;18,6;539,6972656;3,91
SN320785;T06;7/18/2016 8:00:00 PM;7/18/2016;8:00:00 PM;99,1;17,01000023;17,2;0;3,91
SN320785;T06;7/19/2016 12:00:00 AM;7/19/2016;12:00:00 AM;99,2;16,45000076;16,5;0;3,91
SN320785;T06;7/19/2016 4:00:00 AM;7/19/2016;4:00:00 AM;99,2;16;16,1;0;3,91
SN320785;T06;7/19/2016 8:00:00 AM;7/19/2016;8:00:00 AM;99,2;17,54000092;17,3;1237,44873;3,91
SN320785;T06;7/19/2016 12:00:00 PM;7/19/2016;12:00:00 PM;97,3;21,02000046;20,3;3550,437012;3,91
SN320785;T06;7/19/2016 4:00:00 PM;7/19/2016;4:00:00 PM;98,9;17,56999969;17,9;223,5888672;3,91
SN320785;T06;7/19/2016 8:00:00 PM;7/19/2016;8:00:00 PM;99,1;17;17;0;3,91
SN320785;T06;7/20/2016 12:00:00 AM;7/20/2016;12:00:00 AM;99,2;15,43999958;15,8;0;3,91
SN320785;T06;7/20/2016 4:00:00 AM;7/20/2016;4:00:00 AM;99,3;15,39999962;15,5;0;3,91
SN320785;T06;7/20/2016 8:00:00 AM;7/20/2016;8:00:00 AM;99,3;16,60000038;16,4;986,875;3,91
SN320785;T06;7/20/2016 4:00:00 PM;7/20/2016;4:00:00 PM;99,2;18,21999931;18,4;643,7817383;3,91
SN320785;T06;7/20/2016 8:00:00 PM;7/20/2016;8:00:00 PM;99,3;17,12000084;17,3;0;3,91
SN320785;T06;7/21/2016 12:00:00 AM;7/21/2016;12:00:00 AM;99,4;15,47999954;16;0;3,91
SN320785;T06;7/21/2016 4:00:00 AM;7/21/2016;4:00:00 AM;99,5;13,93000031;14,1;0;3,91
SN320785;T06;7/21/2016 8:00:00 AM;7/21/2016;8:00:00 AM;99,5;15,96000004;15,8;1087,104492;3,91
SN320785;T06;7/22/2016 4:00:00 AM;7/22/2016;4:00:00 AM;98,1;14,89000034;14,9;0;3,91
SN320785;T06;7/20/2016 12:00:00 PM;7/20/2016;12:00:00 PM;98,9;20,10000038;19,9;3662,231445;3,9
SN320785;T06;7/21/2016 12:00:00 PM;7/21/2016;12:00:00 PM;81;21,70000076;20,6;2463,33252;3,9
SN320785;T06;7/21/2016 4:00:00 PM;7/21/2016;4:00:00 PM;92,9;19,73999977;19,8;474,1625977;3,9
SN320785;T06;7/21/2016 8:00:00 PM;7/21/2016;8:00:00 PM;97,6;17,45999908;17,6;0;3,9
SN320785;T06;7/22/2016 12:00:00 AM;7/22/2016;12:00:00 AM;97,9;16,26000023;16,4;0;3,9
SN320785;T06;7/22/2016 8:00:00 AM;7/22/2016;8:00:00 AM;96,8;17,37000084;16,9;574,3920898;3,9
SN320785;T06;7/22/2016 12:00:00 PM;7/22/2016;12:00:00 PM;98,9;17,79999924;17,9;1784,855957;3,9
SN320785;T06;7/22/2016 4:00:00 PM;7/22/2016;4:00:00 PM;99,2;17,65999985;18,1;1395,50293;3,9
SN320785;T06;7/22/2016 8:00:00 PM;7/22/2016;8:00:00 PM;99,3;15,93999958;16,1;0;3,9
SN320785;T06;7/23/2016 12:00:00 AM;7/23/2016;12:00:00 AM;99,4;14,76000023;15;0;3,9
SN320785;T06;7/23/2016 4:00:00 AM;7/23/2016;4:00:00 AM;99,4;14,35000038;14,4;0;3,9
SN320785;T06;7/23/2016 8:00:00 AM;7/23/2016;8:00:00 AM;99,4;16,94000053;16,7;948,3251953;3,9
SN320785;T06;7/23/2016 12:00:00 PM;7/23/2016;12:00:00 PM;93,5;21,28000069;20,4;1919,780273;3,9
SN320785;T06;7/23/2016 4:00:00 PM;7/23/2016;4:00:00 PM;99,1;17,61000061;17,9;30,83984375;3,9
SN320785;T06;7/23/2016 8:00:00 PM;7/23/2016;8:00:00 PM;99,3;16,69000053;16,8;0;3,9
SN320785;T06;7/24/2016 12:00:00 AM;7/24/2016;12:00:00 AM;99,4;15,57999992;15,6;0;3,9
SN320785;T06;7/24/2016 4:00:00 AM;7/24/2016;4:00:00 AM;99,5;15,31999969;15,3;0;3,9
SN320785;T06;7/24/2016 8:00:00 AM;7/24/2016;8:00:00 AM;99,5;16,54000092;16,4;651,4916992;3,9
SN320785;T06;7/24/2016 12:00:00 PM;7/24/2016;12:00:00 PM;99,5;18,25;18,4;948,3251953;3,9
SN320785;T06;7/24/2016 4:00:00 PM;7/24/2016;4:00:00 PM;99,5;17,45000076;17,8;616,796875;3,9
SN320785;T06;7/24/2016 8:00:00 PM;7/24/2016;8:00:00 PM;99,6;14,97000027;15,4;0;3,9
SN320785;T06;7/25/2016 12:00:00 AM;7/25/2016;12:00:00 AM;99,7;13,14000034;13,3;0;3,9
SN320785;T06;7/25/2016 4:00:00 AM;7/25/2016;4:00:00 AM;99,7;11,64000034;12,1;0;3,9
SN320785;T06;7/25/2016 8:00:00 AM;7/25/2016;8:00:00 AM;99,7;14,18000031;14,1;875,0805664;3,9
SN320785;T06;7/25/2016 12:00:00 PM;7/25/2016;12:00:00 PM;67,8;21,61000061;20,1;4259,753418;3,9
SN320785;T06;7/25/2016 4:00:00 PM;7/25/2016;4:00:00 PM;90;21,15999985;21,5;1075,539551;3,9
SN320785;T06;7/25/2016 8:00:00 PM;7/25/2016;8:00:00 PM;99,2;18,03000069;18;0;3,9
SN320785;T06;7/26/2016 12:00:00 AM;7/26/2016;12:00:00 AM;99,4;16,37999916;16,8;0;3,9
SN320785;T06;7/26/2016 4:00:00 AM;7/26/2016;4:00:00 AM;99,5;14,84000015;15,1;0;3,9
SN320785;T06;7/26/2016 8:00:00 AM;7/26/2016;8:00:00 AM;99,5;17,04000092;16,7;1087,104492;3,9
SN320785;T06;7/26/2016 12:00:00 PM;7/26/2016;12:00:00 PM;98,6;20,29000092;20,1;1919,780273;3,9
SN320785;T06;7/26/2016 4:00:00 PM;7/26/2016;4:00:00 PM;99,5;18,29000092;18,4;119,5043945;3,9
SN320785;T06;7/26/2016 8:00:00 PM;7/26/2016;8:00:00 PM;99,6;16,80999947;16,9;0;3,9
SN320785;T06;7/27/2016 12:00:00 AM;7/27/2016;12:00:00 AM;99,7;15,61999989;16;0;3,9
SN320785;T06;7/27/2016 4:00:00 AM;7/27/2016;4:00:00 AM;99,7;15,94999981;15,9;0;3,9
SN320785;T06;7/27/2016 8:00:00 AM;7/27/2016;8:00:00 AM;99,7;17,57999992;17,3;528,1323242;3,9
SN320785;T06;7/27/2016 12:00:00 PM;7/27/2016;12:00:00 PM;99,7;18,20000076;18,5;701,6064453;3,9
SN320785;T06;7/27/2016 4:00:00 PM;7/27/2016;4:00:00 PM;99,7;18,01000023;18,1;138,7792969;3,9
SN320785;T06;7/27/2016 8:00:00 PM;7/27/2016;8:00:00 PM;99,7;17,67000008;17,7;0;3,9
SN320785;T06;7/28/2016 12:00:00 AM;7/28/2016;12:00:00 AM;99,8;17,37000084;17,3;0;3,9
SN320785;T06;7/28/2016 4:00:00 AM;7/28/2016;4:00:00 AM;99,8;16,64999962;16,6;0;3,9
SN320785;T06;7/28/2016 8:00:00 AM;7/28/2016;8:00:00 AM;99,8;17,54000092;17,4;497,2924805;3,9
SN320785;T06;7/28/2016 12:00:00 PM;7/28/2016;12:00:00 PM;99,6;20,13999939;20,1;3793,300781;3,9
SN320785;T06;7/28/2016 4:00:00 PM;7/28/2016;4:00:00 PM;87,1;21,55999947;20,9;3330,703125;3,9
SN320785;T06;7/28/2016 8:00:00 PM;7/28/2016;8:00:00 PM;99,7;18,07999992;18,1;0;3,9
SN320785;T06;7/29/2016 12:00:00 AM;7/29/2016;12:00:00 AM;99,8;17,32999992;17,4;0;3,9
SN320785;T06;7/29/2016 4:00:00 AM;7/29/2016;4:00:00 AM;99,8;15,68999958;15,9;0;3,9
SN320785;T06;7/29/2016 8:00:00 AM;7/29/2016;8:00:00 AM;99,8;17,18000031;17;1013,859863;3,9
SN320785;T06;7/29/2016 12:00:00 PM;7/29/2016;12:00:00 PM;99,7;20,34000015;20,5;2286,003418;3,9
SN320785;T06;7/29/2016 4:00:00 PM;7/29/2016;4:00:00 PM;99,8;17,81999969;18,2;188,894043;3,9
SN320785;T06;7/29/2016 8:00:00 PM;7/29/2016;8:00:00 PM;99,9;16,48999977;16,6;0;3,9
SN320785;T06;7/30/2016 12:00:00 AM;7/30/2016;12:00:00 AM;99,9;16,06999969;16,1;0;3,9
SN320785;T06;7/30/2016 4:00:00 AM;7/30/2016;4:00:00 AM;99,9;16,22999954;16,3;0;3,9
SN320785;T06;7/30/2016 8:00:00 AM;7/30/2016;8:00:00 AM;100;17,12999916;17,1;709,3164063;3,9
SN320785;T06;7/30/2016 12:00:00 PM;7/30/2016;12:00:00 PM;99,9;18,11000061;18,1;736,3012695;3,9
SN320785;T06;7/30/2016 4:00:00 PM;7/30/2016;4:00:00 PM;100;17,09000015;17,1;258,2836914;3,9
SN320785;T06;7/30/2016 8:00:00 PM;7/30/2016;8:00:00 PM;100;16,13999939;16,3;0;3,9
SN320785;T06;7/31/2016 12:00:00 AM;7/31/2016;12:00:00 AM;100;15,52999973;15,6;0;3,9
SN320785;T06;7/31/2016 4:00:00 AM;7/31/2016;4:00:00 AM;100;14,90999985;15,1;0;3,9
SN320785;T06;7/31/2016 8:00:00 AM;7/31/2016;8:00:00 AM;100;16,27000046;16,2;327,6733398;3,9
SN320785;T06;7/31/2016 12:00:00 PM;7/31/2016;12:00:00 PM;99,7;18,96999931;19,3;1453,327637;3,9
SN320785;T06;7/31/2016 4:00:00 PM;7/31/2016;4:00:00 PM;99,8;18,63999939;19,1;169,6191406;3,9
SN320785;T06;7/31/2016 8:00:00 PM;7/31/2016;8:00:00 PM;100;17,87999916;17,9;0;3,9
SN320785;T06;8/1/2016 12:00:00 AM;8/1/2016;12:00:00 AM;100;17,30999947;17,3;0;3,9
SN320785;T06;8/1/2016 4:00:00 AM;8/1/2016;4:00:00 AM;100;15,60000038;15,8;0;3,9
SN320785;T06;8/1/2016 8:00:00 AM;8/1/2016;8:00:00 AM;100;17,34000015;16,9;1541,992188;3,9
SN320785;T06;8/1/2016 8:00:00 PM;8/1/2016;8:00:00 PM;99,8;18,28000069;18,3;0;3,9
SN320785;T06;8/2/2016 4:00:00 AM;8/2/2016;4:00:00 AM;99,9;15,97999954;16,3;0;3,9
SN320785;T06;8/1/2016 12:00:00 PM;8/1/2016;12:00:00 PM;95;20,25;20;1168,059082;3,89
SN320785;T06;8/1/2016 4:00:00 PM;8/1/2016;4:00:00 PM;96,5;19,86000061;20,1;751,7211914;3,89
SN320785;T06;8/2/2016 12:00:00 AM;8/2/2016;12:00:00 AM;99,9;17,84000015;17,8;0;3,89
SN320785;T06;8/2/2016 8:00:00 AM;8/2/2016;8:00:00 AM;100;17,02000046;16,9;412,4829102;3,89
SN320785;T06;8/2/2016 12:00:00 PM;8/2/2016;12:00:00 PM;79;23,59000015;21,1;10258,10352;3,89
SN320785;T06;8/2/2016 4:00:00 PM;8/2/2016;4:00:00 PM;79,2;23,46999931;24,4;8126,298828;3,89
SN320785;T06;8/2/2016 8:00:00 PM;8/2/2016;8:00:00 PM;98;17,95999908;18,2;0;3,89
SN320785;T06;8/3/2016 12:00:00 AM;8/3/2016;12:00:00 AM;98,9;16,65999985;16,8;0;3,89
SN320785;T06;8/3/2016 4:00:00 AM;8/3/2016;4:00:00 AM;99,1;15,59000015;15,7;0;3,89
SN320785;T06;8/3/2016 8:00:00 AM;8/3/2016;8:00:00 AM;97,5;17,64999962;17,3;948,3251953;3,89
SN320785;T06;8/3/2016 12:00:00 PM;8/3/2016;12:00:00 PM;90,7;21,12999916;21;655,3466797;3,89
SN320785;T06;8/3/2016 4:00:00 PM;8/3/2016;4:00:00 PM;99,4;18,10000038;18,3;69,38964844;3,89
SN320785;T06;8/3/2016 8:00:00 PM;8/3/2016;8:00:00 PM;99,6;17,05999947;17,1;0;3,89
SN320785;T06;8/4/2016 12:00:00 AM;8/4/2016;12:00:00 AM;99,7;16,47999954;16,6;0;3,89
SN320785;T06;8/4/2016 4:00:00 AM;8/4/2016;4:00:00 AM;99,7;15,55000019;15,8;0;3,89
SN320785;T06;8/4/2016 8:00:00 AM;8/4/2016;8:00:00 AM;99,8;16,93000031;16,6;659,2016602;3,89
SN320785;T06;8/4/2016 12:00:00 PM;8/4/2016;12:00:00 PM;96,8;23,61000061;21,7;4040,019531;3,89
SN320785;T06;8/4/2016 4:00:00 PM;8/4/2016;4:00:00 PM;99,6;18,92000008;19,1;53,96972656;3,89
SN320785;T06;8/4/2016 8:00:00 PM;8/4/2016;8:00:00 PM;99,7;17,79000092;17,9;0;3,89
SN320785;T06;8/5/2016 12:00:00 AM;8/5/2016;12:00:00 AM;99,8;15,97000027;16,1;0;3,89
SN320785;T06;8/5/2016 4:00:00 AM;8/5/2016;4:00:00 AM;99,9;14,85999966;14,9;0;3,89
SN320785;T06;8/5/2016 8:00:00 AM;8/5/2016;8:00:00 AM;99,9;16,35000038;16,3;424,0478516;3,89
